Sale_Price,Gr_Liv_Area,Year_Built,Total_Bsmt_SF,Garage_Area,Lot_Area,Overall_Qual,Overall_Cond,Central_Air,Full_Bath,Bedroom_AbvGr
122000,1298,1941,720,256,8212,Average,Above_Average,1,1,3
117000,1604,1941,984,660,10998,Average,Average,1,2,3
160000,1268,1938,832,250,6300,Average,Below_Average,1,1,3
159434,1520,1932,793,281,4500,Average,Average,1,1,3
60000,438,1920,290,246,8400,Poor,Average,0,1,1
139500,1489,1940,778,240,9900,Above_Average,Good,1,2,3
197000,3082,1920,824,672,15863,Good,Fair,1,2,5
105000,1242,1935,583,180,5707,Above_Average,Above_Average,1,1,3
135000,1981,1928,1122,576,7804,Below_Average,Fair,1,2,4
147500,1232,1916,816,440,8574,Above_Average,Very_Good,1,1,3
137450,1608,1925,976,216,6171,Above_Average,Above_Average,1,2,3
155000,1135,1936,560,576,7200,Good,Excellent,1,1,3
177000,1913,1928,896,342,7558,Above_Average,Above_Average,1,1,3
145000,1477,1928,861,216,6292,Good,Good,1,2,3
137000,1228,1918,600,215,7155,Good,Very_Good,1,1,3
234000,2080,1926,1276,282,10918,Good,Excellent,1,1,3
205000,1567,1940,840,440,13680,Average,Above_Average,1,1,2
177500,1494,1942,771,213,7500,Above_Average,Good,1,1,3
160000,1308,1940,728,256,9600,Average,Good,1,1,2
155000,1273,1960,1273,307,14680,Average,Below_Average,1,1,2
163500,964,1921,876,432,13360,Average,Good,1,1,2
154900,1343,1921,731,186,7681,Average,Above_Average,1,1,3
205000,2480,1940,920,400,8145,Good,Above_Average,1,2,5
144800,1112,1954,1112,390,9100,Average,Above_Average,1,1,2
174500,1564,1941,704,234,12000,Good,Good,1,1,3
193000,1561,1960,1561,463,13339,Above_Average,Above_Average,1,2,3
158000,1523,1949,1067,295,15600,Average,Good,0,2,3
158500,1152,1950,1092,300,14000,Above_Average,Very_Good,1,1,3
224000,1906,1954,1310,576,17500,Above_Average,Average,1,1,3
115000,1032,1980,516,452,1733,Above_Average,Above_Average,1,1,2
137000,1229,1980,561,462,1488,Above_Average,Above_Average,1,1,2
121000,1229,1980,561,462,1612,Above_Average,Above_Average,1,1,2
124000,1229,1980,561,462,1300,Above_Average,Above_Average,1,1,2
208000,1982,1986,572,501,13607,Above_Average,Above_Average,1,2,3
315000,2365,1971,1803,551,17597,Good,Excellent,1,2,3
222000,1680,1988,880,540,21695,Above_Average,Excellent,1,2,3
147000,1344,1920,672,468,10690,Average,Good,1,1,3
123000,2168,1900,760,576,8660,Average,Above_Average,0,2,5
78000,1192,1920,596,189,6402,Average,Average,0,1,3
85000,1526,1915,1013,0,8470,Fair,Poor,0,1,2
75000,572,1925,572,200,10200,Below_Average,Above_Average,0,1,2
230000,1648,2007,1596,482,3843,Very_Good,Average,1,2,2
57625,810,1910,0,280,21780,Poor,Below_Average,0,1,1
251000,2052,2000,1107,642,10125,Very_Good,Average,1,2,3
239686,2149,2003,1434,670,12822,Good,Average,1,1,1
240000,1710,2004,1710,550,12118,Good,Average,1,2,3
215000,1961,2001,804,560,12209,Above_Average,Average,1,2,3
156450,926,1977,902,351,9750,Above_Average,Above_Average,1,1,2
173000,1287,1977,957,541,9360,Above_Average,Good,1,1,2
126000,1734,1977,0,539,10125,Average,Average,1,2,4
173000,1217,1990,1188,497,9947,Good,Average,1,2,3
152000,1595,1991,1582,672,11070,Average,Average,1,2,2
137500,1344,1958,819,525,14375,Above_Average,Above_Average,1,1,3
375000,2036,1965,2136,513,215245,Good,Average,1,2,3
315500,1620,2007,1620,912,12898,Excellent,Average,1,2,2
224500,1692,2009,846,650,13159,Good,Average,1,2,3
410000,2036,2008,2190,780,13438,Excellent,Average,1,2,3
316500,1641,2008,1641,885,14463,Excellent,Average,1,2,3
201000,1466,2007,1466,610,8925,Very_Good,Average,1,2,3
175000,1412,1988,1392,576,11457,Above_Average,Average,1,2,3
204000,2237,1980,712,440,9839,Above_Average,Very_Good,1,2,3
213500,1479,1987,1645,578,14419,Good,Average,1,2,3
220000,1296,2001,1267,471,6853,Very_Good,Average,1,2,2
170000,2014,2003,912,486,9157,Good,Average,1,2,3
315000,1838,2006,1838,765,14601,Excellent,Average,1,2,2
425000,1978,2007,1978,920,12633,Excellent,Average,1,2,2
139500,1008,1968,1008,384,12518,Average,Good,1,1,3
115000,1771,1960,0,336,21750,Average,Below_Average,1,1,3
162000,1204,1998,1204,412,4500,Above_Average,Average,1,2,2
165000,1224,1999,1224,402,4500,Above_Average,Average,1,2,2
91000,988,1973,462,297,1596,Below_Average,Average,1,1,2
130000,874,1968,864,288,9858,Average,Above_Average,1,1,3
86000,630,1970,630,286,1526,Below_Average,Very_Good,1,1,1
160000,1404,1969,1188,504,13383,Average,Average,1,2,3
80000,630,1970,630,286,1477,Below_Average,Below_Average,1,1,1
97000,1344,1970,546,0,1533,Below_Average,Above_Average,1,1,3
88000,1092,1970,546,286,2217,Below_Average,Below_Average,1,1,3
131900,796,1972,796,336,7689,Average,Very_Good,1,1,2
131250,1091,1993,384,429,7706,Above_Average,Average,1,1,2
165500,1110,1978,1097,602,9101,Average,Above_Average,1,1,1
112000,833,1985,833,0,8780,Average,Average,1,1,3
149000,883,1992,828,698,7669,Average,Above_Average,1,1,2
143000,1362,1993,796,480,14115,Average,Average,1,1,1
130000,1287,1992,624,440,10429,Average,Average,1,1,3
196000,1567,1977,1567,714,9819,Above_Average,Average,1,2,2
173000,1632,1969,784,898,10457,Average,Good,1,1,4
176500,1414,1958,1184,601,11029,Above_Average,Very_Good,1,1,3
237500,2117,1970,1205,550,12925,Above_Average,Good,1,2,4
206900,2112,1969,952,576,11075,Above_Average,Average,1,2,4
187500,1604,1997,926,470,8702,Above_Average,Average,1,2,3
165000,1470,1995,680,420,8139,Above_Average,Average,1,2,3
195500,1604,1998,926,472,9535,Above_Average,Average,1,2,3
192000,1638,1998,943,472,9042,Above_Average,Average,1,2,3
173000,1636,1996,916,386,15038,Above_Average,Average,1,2,3
177900,1384,1996,1348,404,14137,Average,Average,1,2,3
175000,1446,1996,729,406,21872,Good,Average,1,2,3
286000,1593,2001,1593,682,4923,Very_Good,Average,1,1,0
247900,1682,1997,1664,528,6264,Very_Good,Average,1,1,1
180000,1337,1993,1337,462,5395,Very_Good,Average,1,2,2
180000,1280,1992,1280,506,5070,Very_Good,Average,1,2,2
181000,1604,1997,926,470,10839,Above_Average,Average,1,2,3
183000,1633,1998,932,460,11184,Above_Average,Average,1,2,3
188000,1658,1995,773,431,8000,Above_Average,Average,1,2,3
194500,1895,1994,712,409,10832,Good,Average,1,2,3
185000,1709,1991,836,416,14067,Above_Average,Average,1,2,3
189000,1228,1988,1228,472,4671,Very_Good,Average,1,2,2
188500,1337,1989,1337,462,5950,Very_Good,Average,1,2,2
355000,2500,2005,1168,683,13543,Very_Good,Average,1,3,5
325000,2504,2005,1122,656,11198,Excellent,Average,1,2,4
387000,1884,2004,1884,670,15401,Excellent,Average,1,2,2
115000,1474,1952,1632,495,31220,Above_Average,Poor,1,1,3
334000,1710,2007,1710,557,8118,Excellent,Average,1,2,2
133000,1488,1950,1488,738,47280,Above_Average,Average,1,2,3
215000,2093,1986,791,542,20544,Good,Above_Average,1,2,3
226500,1688,1988,1675,528,12680,Good,Above_Average,1,2,2
175500,1422,1981,1422,576,12090,Above_Average,Above_Average,1,2,3
181900,1260,1983,1260,598,10825,Good,Good,1,2,3
235000,2064,1978,2048,550,18559,Good,Average,1,2,3
220000,1782,1979,1782,551,14450,Good,Average,1,2,3
272000,2872,1977,1330,619,12227,Above_Average,Good,1,2,4
161000,1211,1976,1211,461,13068,Above_Average,Average,1,2,3
175000,1126,1977,1126,540,15611,Average,Above_Average,1,2,3
185000,2044,1980,738,489,10400,Good,Above_Average,1,2,3
146900,1308,1969,720,484,9743,Average,Above_Average,1,1,3
292500,2840,1978,1420,1314,12511,Good,Good,1,2,4
180000,1523,1976,1193,478,11361,Above_Average,Average,1,2,3
159900,1444,1976,1444,473,10400,Above_Average,Average,1,2,2
205000,1964,1976,803,483,10480,Good,Above_Average,1,2,4
157000,1178,1973,1176,439,10000,Average,Above_Average,1,1,3
306000,2340,1996,1236,787,14311,Very_Good,Average,1,2,4
133000,1792,1974,896,480,9000,Average,Average,1,2,4
151000,1054,1969,1054,460,9750,Above_Average,Very_Good,1,1,3
111900,936,1969,936,288,10295,Below_Average,Above_Average,1,1,2
123000,864,1971,864,576,7560,Average,Average,1,1,3
111250,864,1972,864,576,12735,Below_Average,Average,1,1,3
181000,1337,1998,1405,511,4060,Above_Average,Average,1,2,2
103400,987,1973,483,264,1680,Above_Average,Average,1,1,2
100000,987,1973,483,264,1680,Above_Average,Average,1,1,2
100500,987,1972,483,352,1890,Above_Average,Above_Average,1,1,2
106000,987,1970,483,280,1869,Above_Average,Above_Average,1,1,2
85400,987,1971,483,264,1680,Above_Average,Average,1,1,2
89500,987,1971,483,264,1680,Above_Average,Fair,1,1,2
111750,1302,1972,630,264,1680,Average,Average,1,2,3
140000,1069,1977,1069,440,4043,Above_Average,Above_Average,1,2,2
143000,1456,1975,855,460,2308,Above_Average,Above_Average,1,2,4
148500,1055,1977,1055,440,2529,Good,Above_Average,1,2,2
110000,892,1966,864,264,9477,Average,Average,1,1,3
394617,1932,2008,1932,774,12444,Very_Good,Average,1,2,2
426000,2332,2007,1682,846,12474,Very_Excellent,Average,1,2,3
385000,2084,2007,2078,1220,14803,Very_Excellent,Average,1,2,2
446261,2713,2008,1452,858,14948,Excellent,Average,1,2,3
317500,1582,2007,1582,905,12704,Very_Good,Average,1,2,3
372402,1710,2007,1710,866,13891,Very_Good,Average,1,2,2
417500,2464,2007,2418,650,13693,Very_Good,Average,1,2,4
383000,1950,2007,1950,706,14418,Excellent,Average,1,2,2
390000,2748,2006,1850,850,13418,Excellent,Average,1,2,4
460000,2790,2005,1620,1150,12539,Very_Excellent,Average,1,2,4
379000,2331,2005,1414,1003,12151,Excellent,Average,1,2,3
250000,2088,2007,948,656,8899,Very_Good,Average,1,2,4
316000,2332,2004,1148,756,10574,Very_Good,Average,1,2,4
615000,2470,2003,2535,789,12720,Very_Excellent,Average,1,1,1
412500,2668,2003,1572,726,13688,Excellent,Average,1,2,3
284000,2046,2003,998,871,10625,Good,Average,1,2,3
284000,1575,2003,1603,732,10845,Very_Good,Average,1,2,2
421250,2649,2001,1479,746,16900,Very_Good,Average,1,2,4
370000,2690,2003,1765,795,16451,Very_Good,Average,1,2,4
336860,1866,2008,1858,870,10110,Excellent,Average,1,2,2
367294,1702,2008,1702,1052,8769,Excellent,Average,1,1,1
192000,1367,2005,1367,484,12304,Good,Average,1,2,2
274000,1518,2003,1518,588,12677,Very_Good,Average,1,1,1
266000,1684,2005,1684,564,8849,Excellent,Average,1,2,2
370967,1800,2007,1800,944,8232,Excellent,Average,1,2,2
234250,1342,2006,1342,550,6240,Very_Good,Average,1,2,2
219500,1342,2006,1342,550,6240,Very_Good,Average,1,2,2
155000,1626,2003,764,474,2448,Good,Average,1,2,2
154000,1626,2003,764,474,2448,Good,Average,1,2,2
207000,1358,2004,1358,484,8198,Good,Average,1,2,2
195000,1455,2003,1415,644,3940,Good,Average,1,2,2
219990,1576,2004,1393,668,3940,Good,Average,1,2,2
191000,1504,2005,1346,437,3182,Good,Average,1,2,2
159895,1266,2007,1266,388,3182,Good,Average,1,2,2
187687,1246,2007,1146,428,3710,Good,Average,1,2,2
179000,1515,2004,789,393,9024,Above_Average,Average,1,2,3
193000,1593,2004,839,398,7415,Above_Average,Average,1,2,3
190000,1166,2005,856,400,9587,Good,Average,1,2,2
176000,1456,2005,728,400,8029,Above_Average,Average,1,2,3
188000,1720,2002,840,400,8010,Good,Average,1,2,3
213000,1986,2003,847,434,8396,Good,Average,1,2,4
217300,1358,2007,1350,484,7301,Good,Above_Average,1,2,2
186500,1792,2000,936,451,10261,Above_Average,Average,1,2,3
226750,1892,2000,982,431,8220,Good,Average,1,2,3
184000,1490,2004,788,388,15384,Good,Average,1,2,3
176000,1414,2002,707,403,7750,Good,Average,1,2,3
225000,2322,1999,1037,400,12460,Good,Average,1,2,4
185900,1651,1999,831,450,8390,Good,Average,1,2,3
284500,2199,1997,1173,516,9660,Very_Good,Average,1,2,3
315000,2630,1998,1470,696,9200,Very_Good,Average,1,2,4
250000,2198,2000,1145,836,14260,Very_Good,Average,1,2,4
291000,2172,2000,1519,687,11000,Excellent,Average,1,2,4
350000,2006,1998,1982,938,11675,Very_Good,Average,1,2,2
279500,2125,1996,1064,576,10990,Good,Average,1,2,4
290000,2501,1995,1242,751,11929,Very_Good,Good,1,2,4
350000,2113,1995,2109,839,10437,Very_Good,Above_Average,1,2,2
341000,2418,1993,1311,983,10542,Good,Average,1,2,3
287500,2197,1993,1080,783,10010,Good,Average,1,2,4
271000,2127,1994,1223,525,10944,Good,Average,1,2,3
301500,1987,1994,1986,691,14303,Very_Good,Average,1,2,2
235128,1580,2007,1580,830,11932,Very_Good,Average,1,2,3
214000,1933,2007,894,668,14598,Above_Average,Average,1,2,4
232000,1574,2006,1574,824,11957,Very_Good,Average,1,2,3
240000,1578,2006,1578,642,13253,Good,Average,1,2,3
264132,1506,2008,1498,592,14587,Excellent,Average,1,2,2
245000,1563,2007,1563,758,10206,Very_Good,Average,1,2,3
227680,1428,2008,1417,554,12274,Good,Average,1,2,3
257000,1861,2007,1341,851,9801,Very_Good,Average,1,3,3
297900,1874,2007,955,880,9428,Very_Good,Average,1,2,3
247000,1460,2006,1460,480,10037,Very_Good,Average,1,2,3
212700,1372,2007,1363,588,8640,Very_Good,Average,1,2,3
250580,1372,2007,1372,529,8640,Good,Average,1,2,3
182000,1428,2007,1428,480,11639,Good,Average,1,2,3
226700,1768,2005,866,603,9803,Good,Average,1,2,3
250000,1992,2003,1053,648,9375,Very_Good,Average,1,2,3
250000,1958,2005,1026,936,10625,Good,Average,1,2,3
339750,2078,2007,1034,836,10800,Very_Good,Average,1,2,3
205950,1665,2007,813,562,8125,Good,Above_Average,1,2,3
256000,1660,2007,1660,660,10625,Very_Good,Average,1,2,3
230348,1218,2007,1218,462,7500,Good,Average,1,2,2
207500,1728,2003,864,673,8791,Above_Average,Average,1,2,3
141000,1080,2004,1080,0,7500,Good,Average,1,1,3
188000,1696,2003,835,542,10110,Above_Average,Average,1,2,3
192500,1663,2003,835,478,12774,Good,Average,1,2,3
146000,1175,2005,1175,0,13072,Above_Average,Average,1,1,3
159000,1114,2004,1114,576,13695,Average,Average,1,1,3
155000,1114,2003,1114,576,13695,Above_Average,Average,1,1,3
173000,1640,2004,798,520,8366,Above_Average,Average,1,2,3
170000,1162,2007,1162,483,9260,Good,Average,1,2,3
182000,1609,1995,754,525,8453,Above_Average,Average,1,2,3
163000,1680,1993,886,474,8480,Above_Average,Average,1,2,3
193500,1679,1994,1408,575,8125,Above_Average,Average,1,2,3
189000,1657,1994,832,483,14565,Good,Average,1,2,3
190500,1677,2001,827,627,8450,Above_Average,Average,1,2,3
175000,1737,1992,836,506,8285,Good,Average,1,2,3
179200,1294,1991,1278,496,7153,Above_Average,Average,1,2,3
187000,1710,1993,832,506,9291,Above_Average,Average,1,2,3
193000,1617,1993,1604,533,8012,Above_Average,Average,1,2,2
153900,1199,1993,1199,530,7892,Above_Average,Average,1,2,2
128000,984,1963,984,384,9100,Average,Average,1,1,3
144000,912,1962,912,352,12968,Average,Above_Average,1,1,2
135000,864,1961,864,420,8100,Average,Very_Good,1,1,3
115000,890,1968,890,308,8450,Average,Average,0,1,3
119916,864,1963,864,276,6360,Average,Average,1,1,3
142000,912,1961,912,288,6768,Above_Average,Very_Good,1,1,3
192000,1430,1974,1430,484,19508,Above_Average,Average,1,2,3
140000,1641,1972,1001,490,10759,Average,Below_Average,1,2,4
290000,2683,1990,930,473,9205,Above_Average,Average,1,2,4
372500,2786,1993,1848,636,11025,Excellent,Average,1,2,4
196000,1391,2004,1391,530,4282,Good,Average,1,2,2
171900,1250,2006,625,625,4017,Good,Average,1,2,2
178000,1245,2004,1235,495,3435,Good,Average,1,2,1
165000,1200,2005,600,480,3180,Above_Average,Average,1,2,2
146000,1392,2007,689,540,3180,Good,Average,1,2,2
146000,1392,2007,689,540,3604,Good,Average,1,2,2
179400,1501,1999,744,440,2280,Good,Average,1,2,3
172900,1549,1999,744,440,2280,Above_Average,Average,1,2,3
300000,1638,2000,1614,495,4765,Excellent,Average,1,2,2
285000,1310,2001,1310,545,4538,Excellent,Average,1,1,1
290000,1419,2001,1419,588,4385,Excellent,Average,1,1,2
305000,1557,1999,1557,484,4109,Excellent,Average,1,2,2
328900,1709,1999,1698,506,5119,Excellent,Average,1,2,2
160000,1252,1999,600,462,2160,Good,Average,1,2,2
170000,1404,1999,672,462,2160,Good,Average,1,2,3
223000,1789,2001,858,546,10646,Good,Average,1,2,3
170000,1586,1999,960,480,2645,Very_Good,Average,1,2,3
200000,1607,1999,960,480,2645,Very_Good,Average,1,2,3
345000,2393,1998,970,846,3951,Very_Excellent,Average,1,2,2
245500,1288,1996,1260,500,14963,Very_Good,Average,1,1,1
217500,1239,1995,1230,477,11064,Very_Good,Average,1,1,1
324000,1719,1993,1719,473,10846,Very_Good,Average,1,1,1
162500,1232,1984,1232,516,11120,Above_Average,Above_Average,1,2,3
150000,2944,1977,994,864,24572,Excellent,Fair,1,2,3
290000,1671,1976,1426,550,16280,Very_Good,Excellent,1,3,3
205000,1812,2002,952,469,7500,Good,Average,1,2,3
174000,1682,1970,1304,530,10400,Good,Above_Average,1,2,3
183000,1427,1969,1427,516,11104,Above_Average,Above_Average,1,2,4
150000,1740,1968,1740,512,11050,Above_Average,Average,1,1,4
145000,1258,1971,1258,528,11040,Above_Average,Good,1,2,3
215000,1620,1967,1620,578,15387,Good,Good,1,2,4
140500,1625,1965,1625,484,9750,Average,Above_Average,1,2,4
240000,2614,1974,1522,624,10800,Above_Average,Good,1,2,4
141000,1464,1968,732,470,8814,Average,Above_Average,1,1,4
147000,912,1965,912,576,8872,Average,Very_Good,1,1,2
135000,925,1965,912,576,8125,Average,Good,1,1,3
145000,1728,1965,1728,576,11072,Average,Average,1,2,6
142600,1728,1965,1728,576,13101,Average,Average,1,2,6
135000,1656,1973,1656,506,9246,Average,Average,1,2,4
170000,1670,1971,825,464,13355,Good,Above_Average,1,1,4
299800,2715,1976,1142,831,8963,Very_Good,Excellent,1,3,4
185000,1876,1974,901,540,9120,Above_Average,Above_Average,1,2,4
173000,1632,1966,800,484,9130,Above_Average,Very_Good,1,1,4
178400,999,1961,944,588,12122,Good,Excellent,1,1,3
176000,1978,1968,832,486,9900,Good,Average,1,2,4
98000,1014,1956,0,267,7785,Average,Average,1,1,2
109008,907,1957,907,352,8593,Below_Average,Above_Average,1,1,3
135750,952,1956,952,283,8475,Below_Average,Good,1,1,2
155000,1128,1963,1120,525,8700,Average,Above_Average,1,2,3
180500,1425,1964,1425,576,10175,Above_Average,Average,1,2,3
174900,1165,1966,1127,490,9020,Above_Average,Good,1,1,3
140000,1136,1965,1136,384,9200,Above_Average,Above_Average,1,1,3
145000,1092,1964,1092,504,8250,Above_Average,Good,1,1,3
179900,1265,1965,1219,502,9350,Average,Very_Good,1,2,3
168500,1350,1964,1248,520,9020,Above_Average,Average,1,1,3
140000,1114,1961,1114,451,9900,Average,Average,1,1,3
145500,1053,1959,1053,312,10007,Average,Good,1,1,3
142000,1252,1959,1252,528,10721,Above_Average,Above_Average,1,1,3
141000,1100,1960,1100,312,12493,Below_Average,Average,1,1,3
153000,1118,1960,1118,264,11332,Average,Good,1,1,3
72500,720,1949,0,287,6627,Fair,Above_Average,0,1,2
52000,729,1935,270,0,4130,Fair,Above_Average,1,1,2
118000,1077,1939,991,205,7420,Average,Above_Average,1,1,2
87000,906,1937,348,231,4882,Below_Average,Good,1,1,2
141500,1496,1960,1296,450,9600,Average,Above_Average,1,2,3
119000,1252,1950,1032,288,9600,Above_Average,Average,1,1,3
141500,1337,1950,572,264,9600,Average,Very_Good,1,1,3
165500,1661,1955,992,377,9600,Above_Average,Above_Average,1,1,3
112900,1036,1953,1036,312,7584,Average,Average,1,1,3
201800,1820,1965,864,492,13700,Good,Above_Average,1,1,4
163000,1362,1961,1362,504,10197,Above_Average,Average,1,1,3
139950,1144,1961,1144,456,7875,Average,Above_Average,1,1,3
174000,1537,1962,1319,462,8400,Above_Average,Excellent,1,1,3
165000,1431,1962,1099,296,9150,Above_Average,Average,1,1,3
227000,1988,1966,1104,480,14670,Above_Average,Good,1,2,4
135000,1098,1955,1098,260,7390,Average,Good,1,1,3
124000,1144,1963,1144,336,9204,Average,Average,1,1,3
140000,1283,1962,931,506,7763,Average,Good,1,1,3
136500,1176,1957,1176,292,8856,Average,Below_Average,1,1,3
185000,1440,1959,1248,480,9840,Average,Good,1,2,2
163000,1261,1958,1261,433,9120,Above_Average,Above_Average,1,1,3
166800,1570,1958,1395,441,13200,Above_Average,Above_Average,1,1,3
139000,1196,1956,1196,297,9000,Above_Average,Average,1,1,2
166000,1392,1957,1392,458,11900,Above_Average,Average,1,1,3
136000,1080,1958,1080,288,9464,Above_Average,Good,1,1,3
133000,1104,1956,1104,384,10425,Average,Average,1,1,3
116000,882,1952,720,240,11556,Average,Above_Average,1,1,2
137500,1152,1953,1152,636,9373,Average,Above_Average,1,1,3
130000,950,1953,984,400,12774,Average,Average,0,1,2
180000,1790,1957,998,540,14250,Above_Average,Average,1,2,3
139000,952,1951,952,840,7350,Average,Good,1,1,2
110000,773,1953,773,240,7677,Average,Average,1,1,2
100000,1764,1957,0,301,8838,Average,Fair,1,2,4
118500,1216,1947,832,336,8480,Average,Average,1,1,2
146000,1824,1957,1824,484,12436,Average,Average,1,2,5
89900,869,1948,0,390,10122,Below_Average,Above_Average,0,1,1
114000,1159,1925,747,288,7506,Average,Very_Good,1,1,3
140000,1558,1945,913,288,10930,Average,Above_Average,1,1,3
86900,672,1940,672,308,5400,Below_Average,Good,1,1,2
139000,1436,1922,892,1488,10836,Average,Average,1,1,3
106250,1294,1900,0,0,10800,Below_Average,Good,0,2,3
171000,1716,1962,858,490,9247,Above_Average,Above_Average,1,1,4
139000,1044,1968,912,372,10180,Average,Above_Average,1,1,3
186000,1312,1958,1312,495,11355,Good,Good,1,1,3
157000,1253,1960,1253,352,10920,Above_Average,Average,1,1,2
148000,1081,1960,1081,401,12929,Above_Average,Above_Average,1,1,3
242000,2069,1960,585,505,27650,Good,Good,1,2,4
116000,910,1953,105,414,8892,Average,Good,1,1,3
94000,876,1951,876,576,7200,Average,Good,1,1,2
98300,1048,1950,0,420,7200,Average,Average,1,1,3
127000,1507,1960,1075,404,7910,Average,Average,1,2,4
159000,1256,1959,1256,311,8000,Average,Above_Average,1,1,3
125900,1027,1962,1027,299,8000,Average,Average,1,1,3
155000,1269,1960,1269,308,7931,Average,Above_Average,1,1,3
138000,1320,1948,768,576,8064,Above_Average,Above_Average,1,2,3
112500,984,1954,936,280,6390,Above_Average,Good,1,1,2
105500,832,1954,832,528,7227,Above_Average,Above_Average,1,1,2
127500,1278,1954,854,240,7200,Above_Average,Average,1,1,4
130000,1800,1961,1800,0,8513,Average,Average,0,2,6
150000,1588,1955,768,480,7200,Average,Above_Average,1,1,3
109500,825,1954,825,350,7200,Average,Good,1,1,2
140000,1796,1963,780,483,7056,Above_Average,Average,1,1,4
167900,1611,1964,780,442,9760,Above_Average,Above_Average,1,1,4
136870,1117,1963,1117,264,7590,Average,Average,1,1,3
143000,1133,2008,192,308,9836,Above_Average,Average,0,1,3
73000,764,1925,680,504,5232,Average,Average,0,1,2
157500,1539,1904,650,686,10440,Average,Very_Good,1,2,3
122600,1323,1948,780,400,9184,Average,Good,1,1,3
111000,1360,1910,680,330,4800,Average,Average,0,1,2
256000,2792,1920,1510,520,10440,Above_Average,Good,1,2,5
64000,672,1940,672,256,4800,Average,Below_Average,1,1,2
139500,1456,1915,728,308,6000,Above_Average,Good,1,1,4
118000,1594,1910,828,0,11426,Below_Average,Above_Average,1,2,3
200000,2082,2003,1362,484,11426,Good,Average,1,2,3
119164,1656,1940,801,440,7628,Below_Average,Above_Average,1,2,2
122250,1740,1920,936,225,7308,Average,Average,0,1,2
120000,1027,1920,931,0,5400,Good,Above_Average,1,1,2
155000,1436,1940,884,828,10800,Above_Average,Above_Average,1,2,3
78000,899,1910,481,200,6756,Average,Above_Average,0,1,2
95000,1080,1890,684,0,5914,Average,Excellent,1,1,3
115000,789,1948,789,250,6000,Average,Average,1,1,2
147000,1122,1948,924,528,12000,Average,Good,1,1,2
140000,1499,1946,904,869,9000,Average,Above_Average,1,1,3
46500,407,1946,407,297,7311,Poor,Average,0,1,1
112500,928,1957,928,288,6000,Average,Above_Average,1,1,3
107900,901,1954,901,281,6000,Below_Average,Good,1,1,2
65000,1588,1949,448,0,12205,Fair,Very_Poor,1,2,5
295000,3493,1880,1470,870,18386,Good,Excellent,1,3,3
139500,1627,1900,797,420,9142,Average,Average,0,2,4
153900,1416,1915,876,720,12665,Average,Very_Good,1,1,4
132000,1450,1920,624,288,5350,Good,Very_Good,1,1,3
98000,1344,1916,624,513,4571,Average,Average,0,1,4
114000,1017,1900,346,308,9143,Average,Good,1,1,2
130000,2350,1920,973,393,9600,Average,Average,1,2,4
129500,2058,1917,735,396,9600,Above_Average,Average,0,1,3
129400,1540,1905,572,0,6000,Average,Excellent,1,1,3
161000,1378,1928,689,360,9600,Good,Excellent,1,2,3
163000,1912,1905,482,672,10800,Above_Average,Good,0,2,3
128000,1484,1914,742,0,6300,Above_Average,Above_Average,1,2,3
122000,2358,1872,684,0,5250,Very_Good,Average,0,2,4
116900,1111,1926,572,288,5700,Good,Good,1,1,2
325000,2775,1893,1237,880,13500,Very_Excellent,Excellent,1,3,3
55000,1086,1920,723,400,11340,Poor,Very_Poor,0,1,2
184000,2495,1890,1313,342,10800,Good,Good,1,2,5
110000,984,1959,984,308,9750,Average,Above_Average,1,1,2
131500,1795,1954,1050,352,12150,Average,Average,0,2,4
97000,882,1956,0,308,12702,Average,Average,1,1,2
115500,1093,1958,869,308,8516,Below_Average,Above_Average,1,1,2
138000,1143,1928,1008,288,7111,Average,Good,1,1,2
108000,1668,1945,672,252,7425,Good,Good,1,1,3
79500,935,1930,742,308,9100,Average,Above_Average,1,1,2
153000,1738,1935,1024,240,7010,Average,Average,1,2,3
109500,784,1924,784,0,6130,Average,Above_Average,1,1,2
124000,1210,1941,672,240,5000,Average,Good,1,1,3
106900,1290,1900,554,200,5870,Above_Average,Excellent,1,1,3
164900,1672,1940,981,240,6000,Above_Average,Good,1,1,3
119000,949,1924,949,370,6000,Average,Good,1,1,2
120000,1158,1929,862,208,6000,Above_Average,Good,1,1,3
157000,1497,1937,825,672,6000,Above_Average,Good,1,2,3
105000,1342,1939,739,240,6000,Above_Average,Average,1,2,2
113000,1013,1926,992,160,5000,Above_Average,Good,1,1,3
115000,1216,1920,565,355,5520,Average,Good,1,1,3
79000,896,1946,0,280,5940,Below_Average,Good,1,1,2
123000,1136,1929,704,336,6240,Below_Average,Good,1,1,2
81300,808,1945,0,164,6120,Average,Above_Average,0,1,1
162900,1573,1930,1078,360,6240,Average,Good,1,2,3
150000,2009,1939,989,400,6240,Good,Average,1,2,4
123500,1902,1923,1100,576,6120,Average,Average,1,2,4
129900,1774,1931,952,468,6120,Good,Average,1,2,2
128000,1362,1920,611,502,6155,Above_Average,Very_Good,1,2,3
68500,520,1927,520,240,6324,Below_Average,Above_Average,0,1,1
127000,1285,1948,672,240,8635,Average,Average,1,1,2
207000,1848,1923,833,370,13053,Above_Average,Good,1,1,4
184000,1820,1925,1026,240,9120,Good,Above_Average,1,2,4
162500,1716,1915,810,672,9144,Above_Average,Below_Average,1,2,4
145000,1505,1940,883,240,9144,Average,Average,1,1,3
